CÓDIGO	CÓDIGO OPCIONAL	TIPO	DESCRIÇÃO	LOCAL	UN.	DIMENSÃO	CLIENTE	LOTE	ITEM NF	NF	VALIDADE	ESTAÇÃO	QTD ESTOQUE	DATA ENTRADA
4375122	-	HARDWARE	SUPORTE L, REFORCADOR, AL	B5.2	UN	1.0	EMBRAER	C031194335	9	2328511.0		125.0	0	2025-12-01 10:50:28
4375122	-	HARDWARE	SUPORTE L, REFORCADOR, AL	B5.2	UN	1.0	EMBRAER	C025607763	2	2328511.0		125.0	0	2025-12-01 10:50:28
4375122	-	HARDWARE	SUPORTE L, REFORCADOR, AL	B5.2	UN	1.0	EMBRAER	C031583484	1	2328511.0		125.0	38	2025-12-01 10:50:28
4375122	-	HARDWARE	SUPORTE L, REFORCADOR, AL	B5.2	UN	1.0	EMBRAER	C031422589	3	2328511.0		125.0	55	2025-12-01 10:50:28
4375122	-	HARDWARE	SUPORTE L, REFORCADOR, AL	B5.2	UN	1.0	EMBRAER	C031934408	21	2398517.0		125	66	2025-12-01 10:50:28
4375122	-	HARDWARE	SUPORTE L, REFORCADOR, AL	B5.2	UN	1.0	EMBRAER	C031934408	1	2398515.0		125	1	2025-12-01 10:50:28
4375122	-	HARDWARE	SUPORTE L, REFORCADOR, AL	B5.2	UN	1.0	EMBRAER	C031583484	2	2398515.0		125	13	2025-12-01 10:50:28
4375122	-	HARDWARE	SUPORTE L, REFORCADOR, AL	B5.2	UN	1.0	EMBRAER	C031934408	3	2398515.0		125	2	2025-12-01 10:50:28
4375122	-	HARDWARE	SUPORTE L, REFORCADOR, AL	B5.2	UN	1.0	EMBRAER	C031909336	20	2398517.0		125	45	2025-12-01 10:50:28
4391095	-	HARDWARE	REBITE CEGO	A10.1	UN	1.0	EMBRAER	C021733746	5	2360336.0		800.0	779	2025-12-01 10:50:28
4391095	-	HARDWARE	REBITE CEGO	A10.1	UN	1.0	EMBRAER	C021733746	10	2360336.0		800.0	780	2025-12-01 10:50:28
441543	-	HARDWARE	INSERTO	C2.3	UN	1.0	EMBRAER	C023987381	1	1787039.0		3.0	3	2025-12-01 10:50:28
441543	-	HARDWARE	INSERTO	C2.3	UN	1.0	EMBRAER	C023999275	2	1787039.0		3.0	4	2025-12-01 10:50:28
441543	-	HARDWARE	INSERTO	C2.3	UN	1.0	EMBRAER	C023887581	4	1787039.0		3.0	10	2025-12-01 10:50:28
441543	-	HARDWARE	INSERTO	C2.3	UN	1.0	EMBRAER	C023884083	13	1787039.0		3.0	6	2025-12-01 10:50:28
4416986	-	HARDWARE	TAMPA,PAINEL DE PIS	B1.2	UN	1.0	EMBRAER	C031663412	3	2351882.0		125.0	0	2025-12-01 10:50:28
4416986	-	HARDWARE	TAMPA,PAINEL DE PIS	B1.2	UN	1.0	EMBRAER	 C031677806	8	2351882.0		125.0	22	2025-12-01 10:50:28
4416986	-	HARDWARE	TAMPA,PAINEL DE PIS	B1.2	UN	1.0	EMBRAER	C031887794	2	2351882.0		125.0	42	2025-12-01 10:50:28
4416986	-	HARDWARE	TAMPA,PAINEL DE PIS	B1.2	UN	1.0	EMBRAER	C031866851	4	2351882.0		125.0	26	2025-12-01 10:50:28
4473671	-	PERECÍVEIS	SOLVENTE SOLSYS E23	AREA DE INFLAMAVEL	L	200.0	EMBRAER	C031667266	4	2383797.0	2026-06-07	200.0	0,05	2025-12-01 10:50:28
4473671	-	PERECÍVEIS	SOLVENTE SOLSYS E23	AREA DE INFLAMAVEL	L	200.0	EMBRAER	C031667266	6	2383797.0	2026-06-07	200.0	1	2025-12-01 10:50:28
4473671	-	PERECÍVEIS	SOLVENTE SOLSYS E23	AREA DE INFLAMAVEL	L	200.0	EMBRAER	C031754562	5	2359605.0	2026-06-08	200.0	0	2025-12-01 10:50:28
4473671	-	PERECÍVEIS	SOLVENTE SOLSYS E23	AREA DE INFLAMAVEL	L	200.0	EMBRAER	C031961606	3	2406607	2026-10-10	200.0	1	2025-12-12 10:43:22
4473671	-	PERECÍVEIS	SOLVENTE SOLSYS E23	AREA DE INFLAMAVEL	L	200.0	EMBRAER	C031961606	9	2406607	2026-10-10	200.0	1	2025-12-12 10:44:02
4473732	6037573-2114436-5212811-1453883	PERECÍVEIS	TINTA A BASE  DE POLIURETANO	H6.9	L	3.78	EMBRAER	C031214298	7	2303440.0	2025-10-25	3.79	0	2025-12-01 10:50:28
4473732	6037573-2114436-5212811-1453883	PERECÍVEIS	TINTA A BASE  DE POLIURETANO	H6.9	L	3.78	EMBRAER	C031214298	8	2303440.0	2025-10-25	3.79	0	2025-12-01 10:50:28
4473732	6037573-2114436-5212811-1453883	PERECÍVEIS	TINTA A BASE  DE POLIURETANO	H6.9	L	3.78	EMBRAER	C032030393	1	2403742	2026-04-25	3.79	1	2025-12-05 15:29:25
4473732	6037573-2114436-5212811-1453883	PERECÍVEIS	TINTA A BASE  DE POLIURETANO	H6.9	L	3.78	EMBRAER	C032030393	2	2403742	2026-04-25	3.79	1	2025-12-05 15:29:40
4478811	54056	HARDWARE	PARAFUSO-CABECA ESCAREADA 100 GRAUS,FENDA EM CRUZ,INOX	C7.3	UN	1.0	EMBRAER	C031142533	22	2273047.0		375.0	0	2025-12-01 10:50:28
4478811	54056	HARDWARE	PARAFUSO-CABECA ESCAREADA 100 GRAUS,FENDA EM CRUZ,INOX	C7.3	UN	1.0	EMBRAER	C030737602	7	2273047.0		375.0	291	2025-12-01 10:50:28
4478811	54056	HARDWARE	PARAFUSO-CABECA ESCAREADA 100 GRAUS,FENDA EM CRUZ,INOX	C7.3	UN	1.0	EMBRAER	C031349691	22	2273047.0		375.0	372	2025-12-01 10:50:28
4478811	54056	HARDWARE	PARAFUSO-CABECA ESCAREADA 100 GRAUS,FENDA EM CRUZ,INOX	C7.3	UN	1.0	EMBRAER	C031349691	23	2273047.0		375.0	372	2025-12-01 10:50:28
4540087	1453509 - 6775901 - 684122 - 9794303 - 1717162	PERECÍVEIS	COMPOSTO EPOXI, MICROESFERA VIDRO,TIPO2,CLASSE 3, 0,54G/CM3	H6.4	KG	4.09	EMBRAER	C031552044	1	2366739.0	2026-02-03	24.54	0	2025-12-01 10:50:28
4540087	1453509 - 6775901 - 684122 - 9794303 - 1717162	PERECÍVEIS	COMPOSTO EPOXI, MICROESFERA VIDRO,TIPO2,CLASSE 3, 0,54G/CM3	H6.4	KG	4.09	EMBRAER	C031552044	2	2366739.0	2026-03-02	24.54	3	2025-12-01 10:50:28
4540087	1453509 - 6775901 - 684122 - 9794303 - 1717162	PERECÍVEIS	COMPOSTO EPOXI, MICROESFERA VIDRO,TIPO2,CLASSE 3, 0,54G/CM3	H6.4	KG	4.09	EMBRAER	C031552031	1	2401091	2026-04-29	24.54	2	2025-12-02 14:33:34
4550687	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	B5.3	UN	1.0	EMBRAER	C030899738	21	2210628.0		300.0	34	2025-12-01 10:50:28
4550687	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	B5.3	UN	1.0	EMBRAER	C030899738	34	2210628.0		300.0	279	2025-12-01 10:50:28
4550687	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	B5.3	UN	1.0	EMBRAER	C031001149	22	2210628.0		300.0	298	2025-12-01 10:50:28
4550687	-	HARDWARE	INSERTO-CEGO ROSQUEADO,AUTO FRENANTE,ACO	B5.3	UN	1.0	EMBRAER	C031001149	25	2210628.0		300.0	73	2025-12-01 10:50:28
4557652	-	HARDWARE	PRENDEDOR (LUVA) PARA PAINEL COMPOSTO,POLIAMIDA IMIDA	B5.4	UN	1.0	EMBRAER	C031127246	6	2301990.0		383.0	0	2025-12-01 10:50:28
4557652	-	HARDWARE	PRENDEDOR (LUVA) PARA PAINEL COMPOSTO,POLIAMIDA IMIDA	B5.4	UN	1.0	EMBRAER	C031200537	4	2301990.0		383.0	0	2025-12-01 10:50:28
4557652	-	HARDWARE	PRENDEDOR (LUVA) PARA PAINEL COMPOSTO,POLIAMIDA IMIDA	B5.4	UN	1.0	EMBRAER	C031292914	1	2301990.0		383.0	913	2025-12-01 10:50:28
4557668	-	HARDWARE	INSERTO,PAINEL SANDUICHE,POLIAMIDA IMIDA	B5.5	UN	1.0	EMBRAER	C031049528	3	2301990.0		383.0	0	2025-12-01 10:50:28
4557668	-	HARDWARE	INSERTO,PAINEL SANDUICHE,POLIAMIDA IMIDA	B5.5	UN	1.0	EMBRAER	C031049528	15	2301990.0		383.0	0	2025-12-01 10:50:28
4557668	-	HARDWARE	INSERTO,PAINEL SANDUICHE,POLIAMIDA IMIDA	B5.5	UN	1.0	EMBRAER	C031049528	16	2301990.0		383.0	0	2025-12-01 10:50:28
4557668	-	HARDWARE	INSERTO,PAINEL SANDUICHE,POLIAMIDA IMIDA	B5.5	UN	1.0	EMBRAER	C031124683	1	2301990.0		383.0	0	2025-12-01 10:50:28
4557668	-	HARDWARE	INSERTO,PAINEL SANDUICHE,POLIAMIDA IMIDA	B5.5	UN	1.0	EMBRAER	C031124683	4	2301990.0		383.0	0	2025-12-01 10:50:28
4557668	-	HARDWARE	INSERTO,PAINEL SANDUICHE,POLIAMIDA IMIDA	B5.5	UN	1.0	EMBRAER	C031598999	1	2301990.0		383.0	0	2025-12-01 10:50:28
4557668	-	HARDWARE	INSERTO,PAINEL SANDUICHE,POLIAMIDA IMIDA	B5.5	UN	1.0	EMBRAER	C031124683	2	2398517.0		383	49	2025-12-01 10:50:28
4557668	-	HARDWARE	INSERTO,PAINEL SANDUICHE,POLIAMIDA IMIDA	B5.5	UN	1.0	EMBRAER	C031245455	22	2398517.0		383	239	2025-12-01 10:50:28
4557668	-	HARDWARE	INSERTO,PAINEL SANDUICHE,POLIAMIDA IMIDA	B5.5	UN	1.0	EMBRAER	C031303108	23	2398517.0		383	570	2025-12-01 10:50:28
4557668	-	HARDWARE	INSERTO,PAINEL SANDUICHE,POLIAMIDA IMIDA	B5.5	UN	1.0	EMBRAER	C031245455	3	2398517.0		383	751	2025-12-01 10:50:28
4584	-	HARDWARE	REBITE TUBULAR	A7.5	UN	1.0	EMBRAER	C030193052	3	2192415.0		50.0	31	2025-12-01 10:50:28
4584	-	HARDWARE	REBITE TUBULAR	A7.5	UN	1.0	EMBRAER	C030193052	9	2192415.0		50.0	50	2025-12-01 10:50:28
4594713	-	PERECÍVEIS	FITA ADESIVA,BORRACHA SILICONADA  3/16 ESPESSURA - 3/4 LARGURA        	F4.1	M	4.57	EMBRAER	C031602936	2	2347920.0	2027-03-03	306.0	10	2025-12-01 10:50:28
4594713	-	PERECÍVEIS	FITA ADESIVA,BORRACHA SILICONADA  3/16 ESPESSURA - 3/4 LARGURA        	F4.1	M	4.57	EMBRAER	C031582846	2	2335530.0	2027-03-03	306.0	24	2025-12-01 10:50:28
4594713	-	PERECÍVEIS	FITA ADESIVA,BORRACHA SILICONADA  3/16 ESPESSURA - 3/4 LARGURA        	F4.1	M	4.57	EMBRAER	C031582562	3	2335530.0	2027-07-02	306.0	0	2025-12-01 10:50:28
4594713	-	PERECÍVEIS	FITA ADESIVA,BORRACHA SILICONADA  3/16 ESPESSURA - 3/4 LARGURA        	F4.1	M	4.57	EMBRAER	C031230733	1	2409527	2027-01-26	306.0	90	2025-12-19 10:41:09
4594735	-	PERECÍVEIS	FITA ADESIVA,ESPUMA SILICONE BORRACHA,3/32 POL ESP        	F3.3	M	9.14	EMBRAER	C031004112	7	2370411.0	2026-10-16	274.32	34	2025-12-01 10:50:28
4594735	-	PERECÍVEIS	FITA ADESIVA,ESPUMA SILICONE BORRACHA,3/32 POL ESP        	F3.3	M	9.14	EMBRAER	C031004112	12	2370411.0	2026-10-16	274.32	20	2025-12-01 10:50:28
4594735	-	PERECÍVEIS	FITA ADESIVA,ESPUMA SILICONE BORRACHA,3/32 POL ESP        	F3.3	M	9.14	EMBRAER	C031004112	1	2370411.0	2026-10-16	274.32	32	2025-12-01 10:50:28
4594735	-	PERECÍVEIS	FITA ADESIVA,ESPUMA SILICONE BORRACHA,3/32 POL ESP        	F3.3	M	9.14	EMBRAER	C031004112	8	2383326.0	2026-10-16	274.32	5	2025-12-01 10:50:28
4594735	-	PERECÍVEIS	FITA ADESIVA,ESPUMA SILICONE BORRACHA,3/32 POL ESP        	F3.3	M	9.14	EMBRAER	C031763282	9	2383326.0	2027-04-28	274.32	42	2025-12-01 10:50:28
4594735	-	PERECÍVEIS	FITA ADESIVA,ESPUMA SILICONE BORRACHA,3/32 POL ESP        	F3.3	M	9.14	EMBRAER	C031763282	1	2383327.0	2027-04-28	274.32	100	2025-12-01 10:50:28
4594735	-	PERECÍVEIS	FITA ADESIVA,ESPUMA SILICONE BORRACHA,3/32 POL ESP        	F3.3	M	9.14	EMBRAER	C031173452	6	2383326.0	2026-10-12	274.32	4	2025-12-01 10:50:28
4594735	-	PERECÍVEIS	FITA ADESIVA,ESPUMA SILICONE BORRACHA,3/32 POL ESP        	F3.3	M	9.14	EMBRAER	C025786731	7	2383326.0	2025-11-17	274.32	0	2025-12-01 10:50:28
4594735	-	PERECÍVEIS	FITA ADESIVA,ESPUMA SILICONE BORRACHA,3/32 POL ESP        	F3.3	M	9.14	EMBRAER	C031763282	1	2408411	2027-04-28	274.32	100	2025-12-19 10:27:07
474042	-	PERECÍVEIS	FOLHA DE ALUMÍNIO, ADESIVO CONDUTIVO	J3.2	M	30.48	EMBRAER	C031057405	1	2360332.0		60.96	1	2025-12-01 10:50:28
474042	-	PERECÍVEIS	FOLHA DE ALUMÍNIO, ADESIVO CONDUTIVO	J3.2	M	30.48	EMBRAER	C030754688	1	2346204.0		60.96	4	2025-12-01 10:50:28
474042	-	PERECÍVEIS	FOLHA DE ALUMÍNIO, ADESIVO CONDUTIVO	J3.2	M	30.48	EMBRAER	C031899189	1	2398396.0		60,96	2	2025-12-01 10:50:28
4769683		PERECÍVEIS	FILLER PARA MATERIAL COMPOSTO, CINZA, FS595-36173	H4.2	KG	0.2	EMBRAER	C031666487	1	2359605.0	2026-05-25	1.0	0	2025-12-01 10:50:28
4769683		PERECÍVEIS	FILLER PARA MATERIAL COMPOSTO, CINZA, FS595-36173	H4.2	KG	0.2	EMBRAER	C031666487	3	2359605.0	2026-05-25	1.0	0	2025-12-01 10:50:28
4769683		PERECÍVEIS	FILLER PARA MATERIAL COMPOSTO, CINZA, FS595-36173	H4.2	KG	0.2	EMBRAER	C031778749	2	2377892.0	2026-06-25	1.0	0	2025-12-01 10:50:28
4769683		PERECÍVEIS	FILLER PARA MATERIAL COMPOSTO, CINZA, FS595-36173	H4.2	KG	0.2	EMBRAER	C031778749	9	2377892.0	2026-06-25	1.0	0	2025-12-01 10:50:28
4769683		PERECÍVEIS	FILLER PARA MATERIAL COMPOSTO, CINZA, FS595-36173	H4.2	KG	0.2	EMBRAER	C032001263	7	2406607	2026-09-25	1.0	3	2025-12-12 10:35:40
4770964	8509165 - 8215266 - 7119675	PERECÍVEIS	ADESIVO,EPOXI,TIPO IV        	H1.4	L	0.05	EMBRAER	C030824077	3	2278971.0	2026-07-01	1.0	7	2025-12-01 10:50:28
4770964	8509165 - 8215266 - 7119675	PERECÍVEIS	ADESIVO,EPOXI,TIPO IV        	H1.4	L	0.05	EMBRAER	C031323086	6	2334884.0	2026-06-06	1.0	24	2025-12-01 10:50:28
4770964	8509165 - 8215266 - 7119675	PERECÍVEIS	ADESIVO,EPOXI,TIPO IV        	H1.4	L	0.05	EMBRAER	C031569397	1	2345775.0	2026-02-09	1.0	14	2025-12-01 10:50:28
4770964	8509165 - 8215266 - 7119675	PERECÍVEIS	ADESIVO,EPOXI,TIPO IV        	H1.4	L	0.05	EMBRAER	C031337320	10	2341025.0	2026-06-06	1.0	24	2025-12-01 10:50:28
4770964	8509165 - 8215266 - 7119675	PERECÍVEIS	ADESIVO,EPOXI,TIPO IV        	H1.4	L	0.05	EMBRAER	C031858381	2	2378814.0	2026-02-23	1.0	16	2025-12-01 10:50:28
4770964	8509165 - 8215266 - 7119675	PERECÍVEIS	ADESIVO,EPOXI,TIPO IV        	H1.4	L	0.05	EMBRAER	C031853797	10	2398325.0	2026-03-25	1	24	2025-12-01 10:50:28
4786087	8333183	PERECÍVEIS	FILME,PVF,12.5MICRON,CINZA,REFORCADO,TERMO SOLDAVEL	F1	M2	420.0	EMBRAER	C020594191	1	2278.0		420.0	2,25	2025-12-01 10:50:28
4940637		PERECÍVEIS	FITA,DUAL LOCK,POLIPROPILENO-AUTO ADESIVA,400 PINOS, PRETA,25 MM	F1.6	M	45.72	EMBRAER	C025403628	1	2348327.0	2025-10-13	45.72	0	2025-12-01 10:50:28
4940637		PERECÍVEIS	FITA,DUAL LOCK,POLIPROPILENO-AUTO ADESIVA,400 PINOS, PRETA,25 MM	F1.6	M	45.72	EMBRAER	C031935964	1	2392477.0	2027-01-21	45.72	1	2025-12-01 10:50:28
4940637		PERECÍVEIS	FITA,DUAL LOCK,POLIPROPILENO-AUTO ADESIVA,400 PINOS, PRETA,25 MM	F1.6	M	45.72	EMBRAER	C031935964	2	2392477.0	2027-01-21	45.72	1	2025-12-01 10:50:28
4940821	1453205	PERECÍVEIS	FITA,DUAL LOCK, POLIPROPILENO-AUTO ADESIVA	C10.1	M	45,7	EMBRAER	C031749450	2	2393983.0	2027-02-24	45.7	0,882	2025-12-01 10:50:28
4940821	1453205	PERECÍVEIS	FITA,DUAL LOCK, POLIPROPILENO-AUTO ADESIVA	C10.1	M	45,7	EMBRAER	C031749450	1	2393983.0	2027-02-24	45,7	1	2025-12-01 10:50:28
4978597	228077 - 7999942 - 3478726 - 1453493 - 228011	PERECÍVEIS	PRIMER ADESIVO,ACRILICO,SAFETY WALK, TIPO 1	H5.4	L	0.94	EMBRAER	C031417579	1	2366238.0	2025-11-30	0.94	0	2025-12-01 10:50:28
4978597	228077 - 7999942 - 3478726 - 1453493 - 228011	PERECÍVEIS	PRIMER ADESIVO,ACRILICO,SAFETY WALK, TIPO 1	H5.4	L	0.94	EMBRAER	C031748389	4	2403227	2026-01-31	0.94	1	2025-12-04 15:52:00
4978597	228077 - 7999942 - 3478726 - 1453493 - 228011	PERECÍVEIS	PRIMER ADESIVO,ACRILICO,SAFETY WALK, TIPO 1	H5.4	L	0.94	EMBRAER	C031748389	5	2403227	2026-01-31	0.94	0,995	2025-12-04 15:52:39
5107261	5838967	HARDWARE	PARAFUSO-CABECA ABAULADA, FENDA EM CRUZ, ACO	C7.5	UN	1.0	EMBRAER	CN21149061	13	1776802.0		25.0	7	2025-12-01 10:50:28
5107261	5838967	HARDWARE	PARAFUSO-CABECA ABAULADA, FENDA EM CRUZ, ACO	C7.5	UN	1.0	EMBRAER	CN21149061	20	1776802.0		25.0	10	2025-12-01 10:50:28
5107261	5838967	HARDWARE	PARAFUSO-CABECA ABAULADA, FENDA EM CRUZ, ACO	C7.5	UN	1.0	EMBRAER	C020955176	19	1776802.0		25.0	10	2025-12-01 10:50:28
5107261	5838967	HARDWARE	PARAFUSO-CABECA ABAULADA, FENDA EM CRUZ, ACO	C7.5	UN	1.0	EMBRAER	C020955176	20	1776802.0		25.0	10	2025-12-01 10:50:28
5109031	-	HARDWARE	PARAFUSO	C7.6	UN	1.0	EMBRAER	C021781450	8	1783673.0		25.0	2	2025-12-01 10:50:28
5109031	-	HARDWARE	PARAFUSO	C7.6	UN	1.0	EMBRAER	C021781450	9	1783673.0		25.0	5	2025-12-01 10:50:28
5110427	6410702	HARDWARE	SUPORTE FIXAÇÃO	C8.1	UN	1.0	EMBRAER	C030525145	14	2346288.0		50.0	50	2025-12-01 10:50:28
5110427	6410702	HARDWARE	SUPORTE FIXAÇÃO	C8.1	UN	1.0	EMBRAER	C030525145	19	2346288.0		50.0	50	2025-12-01 10:50:28
5110427	6410702	HARDWARE	SUPORTE FIXAÇÃO	C8.1	UN	1.0	EMBRAER	C030525145	10	2222424.0		50.0	5	2025-12-01 10:50:28
5208845	-	HARDWARE	PARAFUSO	B5.6	UN	1.0	EMBRAER	C025311943	2	2207998.0		25.0	1	2025-12-01 10:50:28
5208845	-	HARDWARE	PARAFUSO	B5.6	UN	1.0	EMBRAER	C025311943	1	2207998.0		25.0	4	2025-12-01 10:50:28
5208845	-	HARDWARE	PARAFUSO	B5.6	UN	1.0	EMBRAER	366295	2	2207998.0		25.0	2	2025-12-01 10:50:28
5208845	-	HARDWARE	PARAFUSO	B5.6	UN	1.0	EMBRAER	C025604257	3	2207998.0		25.0	19	2025-12-01 10:50:28
5208845	-	HARDWARE	PARAFUSO	B5.6	UN	1.0	EMBRAER	C025604257	4	2207998.0		25.0	25	2025-12-01 10:50:28
5287773	-	PERECÍVEIS	FITA,ADESIVO,3/4 POL,BORRACHA SILICONE,COR CINZA	F4.3	M	9.14	EMBRAER	C031288728	4	2287848.0	2026-10-26	274.32	72	2025-12-01 10:50:28
5287773	-	PERECÍVEIS	FITA,ADESIVO,3/4 POL,BORRACHA SILICONE,COR CINZA	F4.3	M	9.14	EMBRAER	C031288728	2	2287848.0	2026-10-26	274.32	0	2025-12-01 10:50:28
5287773	-	PERECÍVEIS	FITA,ADESIVO,3/4 POL,BORRACHA SILICONE,COR CINZA	F4.3	M	9.14	EMBRAER	C030737810	1	2364581.0	2026-07-12	274.32	0	2025-12-01 10:50:28
5287773	-	PERECÍVEIS	FITA,ADESIVO,3/4 POL,BORRACHA SILICONE,COR CINZA	F4.3	M	9.14	EMBRAER	C030737810	2	2364581.0	2026-07-12	274.32	0	2025-12-01 10:50:28
5287773	-	PERECÍVEIS	FITA,ADESIVO,3/4 POL,BORRACHA SILICONE,COR CINZA	F4.3	M	9.14	EMBRAER	C031288728	1	2319731	2026-10-26	274.32	0	2025-12-10 10:12:18
5287773	-	PERECÍVEIS	FITA,ADESIVO,3/4 POL,BORRACHA SILICONE,COR CINZA	F4.3	M	9.14	EMBRAER	C031288728	4	2407563	2026-10-26	274.32	27	2025-12-17 08:42:41
5287773	-	PERECÍVEIS	FITA,ADESIVO,3/4 POL,BORRACHA SILICONE,COR CINZA	F4.3	M	9.14	EMBRAER	C030737810	5	2407563	2026-07-12	274.32	3	2025-12-17 08:44:56
5287773	-	PERECÍVEIS	FITA,ADESIVO,3/4 POL,BORRACHA SILICONE,COR CINZA	F4.3	M	9.14	EMBRAER	C030737810	6	2407563	2026-10-26	274.32	30	2025-12-17 08:46:01
5396302	-	PERECÍVEIS	PRIMER ADESIVO,ACRILICO,SAFETY WALK, TIPO 2        	H1.10	KG	0.47	EMBRAER	C030150533	1	2221312.0	2025-11-19	0.95	0	2025-12-01 10:50:28
5396302	-	PERECÍVEIS	PRIMER ADESIVO,ACRILICO,SAFETY WALK, TIPO 2        	H1.10	KG	0.47	EMBRAER	C031274856	4	2330031.0	2026-03-11	0.95	3,2	2025-12-01 10:50:28
5396302	-	PERECÍVEIS	PRIMER ADESIVO,ACRILICO,SAFETY WALK, TIPO 2        	H1.10	KG	0.47	EMBRAER	C031815517	1	2398325.0	2027-06-22	0,47	2	2025-12-01 10:50:28
5396302	-	PERECÍVEIS	PRIMER ADESIVO,ACRILICO,SAFETY WALK, TIPO 2        	H1.10	KG	0.47	EMBRAER	C031815517	9	2398325.0	2027-06-22	0,47	2	2025-12-01 10:50:28
5408194	-	HARDWARE	PARAFUSO-CABECA ESCAREADA 100 GRAUS,FENDA EM CRUZ,ACO	A5.1	UN	1.0	EMBRAER	C031303509	2	2319730.0		850.0	0	2025-12-01 10:50:28
5408194	-	HARDWARE	PARAFUSO-CABECA ESCAREADA 100 GRAUS,FENDA EM CRUZ,ACO	A5.1	UN	1.0	EMBRAER	C031303509	18	2319730.0		850.0	0	2025-12-01 10:50:28
5408194	-	HARDWARE	PARAFUSO-CABECA ESCAREADA 100 GRAUS,FENDA EM CRUZ,ACO	A5.1	UN	1.0	EMBRAER	C030162310	17	2319730.0		850.0	536	2025-12-01 10:50:28
5408194	-	HARDWARE	PARAFUSO-CABECA ESCAREADA 100 GRAUS,FENDA EM CRUZ,ACO	A5.1	UN	1.0	EMBRAER	C031303509	5	2319730.0		850.0	312	2025-12-01 10:50:28
5408194	-	HARDWARE	PARAFUSO-CABECA ESCAREADA 100 GRAUS,FENDA EM CRUZ,ACO	A5.1	UN	1.0	EMBRAER	C031303509	3	2319730.0		850.0	850	2025-12-01 10:50:28
5408194	-	HARDWARE	PARAFUSO-CABECA ESCAREADA 100 GRAUS,FENDA EM CRUZ,ACO	A5.1	UN	1.0	EMBRAER	C031303509	1	2319730.0		850.0	538	2025-12-01 10:50:28
5600263	-	HARDWARE	PARAFUSO	C8.2	UN	1	EMBRAER	C024168019	18	1893719		Almoxarifado	39	2025-12-02 12:45:41
5600263	-	HARDWARE	PARAFUSO	C8.2	UN	1	EMBRAER	C024168019	5	1923906		Almoxarifado	52	2025-12-02 12:46:32
5610542	8303289 - 7184476 - 9045623	PERECÍVEIS	FITA VINIL PRETA 48"X36YDS        	P2	M	33.0	EMBRAER	C031100995	1	2345917.0	2026-02-04	198.0	6	2025-12-01 10:50:28
5610542	8303289 - 7184476 - 9045623	PERECÍVEIS	FITA VINIL PRETA 48"X36YDS        	P2	M	33.0	EMBRAER	C031100995	2	2345917.0	2026-02-04	198.0	9	2025-12-01 10:50:28
5610542	8303289 - 7184476 - 9045623	PERECÍVEIS	FITA VINIL PRETA 48"X36YDS        	P2	M	33.0	EMBRAER	C031849632	1	2403886	2027-05-23	198.0	3	2025-12-08 16:22:09
5610542	8303289 - 7184476 - 9045623	PERECÍVEIS	FITA VINIL PRETA 48"X36YDS        	P2	M	33.0	EMBRAER	C031849632	2	2403886	2027-05-23	198.0	6	2025-12-08 16:22:34
5610542	8303289 - 7184476 - 9045623	PERECÍVEIS	FITA VINIL PRETA 48"X36YDS        	P2	M	33.0	EMBRAER	C031171304	3	2403886	2026-11-16	198.0	2	2025-12-08 16:23:16
5782828	-	PAINEL	LAMINADO DE RESINA POLIESTER	DEFINIR	UN	2.97	EMBRAER	C025420936	2	2183346.0		5.56	1	2025-12-01 10:50:28
5782828	-	PAINEL	LAMINADO DE RESINA POLIESTER	DEFINIR	UN	2.97	EMBRAER	C025420936	1	2183346.0		5.56	2	2025-12-01 10:50:28
579585		PERECÍVEIS	COMPOSTO POLIESTER PARA ACABAMENTO	H2.5	KG	2.0	EMBRAER	C031694199	1	2383803.0	2025-12-25	5.0	0	2025-12-01 10:50:28
579585		PERECÍVEIS	COMPOSTO POLIESTER PARA ACABAMENTO	H2.5	KG	2.0	EMBRAER	C031537118	14	2354865.0	2026-02-23	5	6	2025-12-01 10:50:28
579585		PERECÍVEIS	COMPOSTO POLIESTER PARA ACABAMENTO	H2.5	KG	2.0	EMBRAER	C031154970	12	2318790.0	2025-11-21	5	0	2025-12-01 10:50:28
579585		PERECÍVEIS	COMPOSTO POLIESTER PARA ACABAMENTO	H2.5	KG	2.0	EMBRAER	C031862461	10	2391847.0	2026-09-18	5	6	2025-12-01 10:50:28
5896594		PERECÍVEIS	FITA CARRAPICHO,NAILON,5/8POL,ARGOLA,AUTO ADESIVO,8224,BEGE        	B10.1	M	45.72	EMBRAER	C030261511	2	2286682.0	2026-08-03	15.0	0	2025-12-01 10:50:28
5896594		PERECÍVEIS	FITA CARRAPICHO,NAILON,5/8POL,ARGOLA,AUTO ADESIVO,8224,BEGE        	B10.1	M	45.72	EMBRAER	C030261511	1	2393956.0	2026-03-08	45.72	0,7038	2025-12-01 10:50:28
5896594		PERECÍVEIS	FITA CARRAPICHO,NAILON,5/8POL,ARGOLA,AUTO ADESIVO,8224,BEGE        	B10.1	M	45.72	EMBRAER	C031245219	3	2409462	2026-05-07	45.72	1	2025-12-19 12:19:56
